state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg
Nevada (EV: 6),2020-11-12 17:14:24.352000,Biden,Trump,671955,635089,36866,63439,145,0.4862068965517241,0.5137931034482759,1908,1993,0.7792275863890643,0.0006305179391387083,0.3908
Nevada (EV: 6),2020-11-11 17:09:24.794000,Biden,Trump,671887,635017,36870,63584,810,0.5888888888888889,0.4111111111111111,1908,1993,0.7785970684499256,0.004759258558894031,0.39016666666666666
Nevada (EV: 6),2020-11-11 03:20:22.443000,Biden,Trump,671427,634701,36726,64394,0,0,0,1908,1993,0.7738378098910316,0.0,0.3893333333333333
Nevada (EV: 6),2020-11-10 22:05:41.458000,Biden,Trump,671427,634701,36726,64394,1209,0.6869313482216708,0.3130686517783292,1902,1993,0.7738378098910316,0.008698204632933026,0.3893333333333333
Nevada (EV: 6),2020-11-10 17:13:34.033000,Biden,Trump,670613,634339,36274,65603,477,0.5922431865828093,0.4077568134171908,1901,1993,0.7651396052580985,0.0026554691918680984,0.39203333333333334
Nevada (EV: 6),2020-11-09 17:18:15.904000,Biden,Trump,670344,634158,36186,66080,11002,0.586484275586257,0.41351572441374296,1900,1993,0.7624841360662304,0.0513141563827173,0.3916
Nevada (EV: 6),2020-11-09 01:31:25.474000,Biden,Trump,664162,629879,34283,77082,11584,0.6216764502762431,0.3783235497237569,1887,1993,0.7111699796835131,0.04483001539819831,0.3799666666666667
Nevada (EV: 6),2020-11-08 17:15:50.690000,Biden,Trump,657248,625784,31464,88666,16371,0.6201514873862317,0.37984851261376823,1873,1993,0.6663399642853148,0.046228853959317306,0.3842333333333333
Nevada (EV: 6),2020-11-08 02:18:21.602000,Biden,Trump,647474,619944,27530,105037,8361,0.6094964717139097,0.3905035282860902,1852,1993,0.6201111103259975,0.017631261925696418,0.4007
Nevada (EV: 6),2020-11-07 17:25:08.406000,Biden,Trump,642604,616905,25699,113398,1542,0.7046044098573281,0.29539559014267186,1842,1993,0.6024798484003011,0.004259024927174226,0.4193
Nevada (EV: 6),2020-11-07 17:15:44.623000,Biden,Trump,641542,616474,25068,114940,16348,0.5737399070222657,0.42626009297773426,1839,1993,0.5982208234731269,0.02258869179684575,0.43753333333333333
Nevada (EV: 6),2020-11-06 23:29:05.649000,Biden,Trump,632558,609901,22657,131288,8713,0.6446115000573855,0.3553884999426145,1819,1993,0.5756321316762811,0.014314804091678512,0.4135
Nevada (EV: 6),2020-11-06 20:08:18.087000,Biden,Trump,627104,606967,20137,140001,0,0,0,1808,1993,0.5613173275846026,-0.046534204181304606,0.40453333333333336
Nevada (EV: 6),2020-11-06 18:24:05.733000,Biden,Trump,627104,606967,20137,85001,0,0,0,1808,1993,0.6078515317659072,0.017767554468782976,0.40453333333333336
Nevada (EV: 6),2020-11-06 18:08:50.523000,Biden,Trump,627104,606967,20137,100001,1778,0.43953880764904385,0.5604611923509561,1808,1993,0.5900839772971243,0.0006608403657543116,0.40453333333333336
Nevada (EV: 6),2020-11-06 17:53:42.779000,Biden,Trump,626394,606042,20352,101779,581,0.3364888123924269,0.6635111876075731,1807,1993,0.5894231369313699,-0.0003656567322430915,0.3905666666666667
Nevada (EV: 6),2020-11-06 17:16:09.129000,Biden,Trump,626211,605669,20542,102360,0,0,0,1806,1993,0.589788793663613,0.007515193159953415,0.384
Nevada (EV: 6),2020-11-06 17:05:29.263000,Biden,Trump,626211,605669,20542,110647,23,0.3695652173913043,0.6304347826086957,1806,1993,0.5822736005036596,-8.020339949510458e-06,0.384
Nevada (EV: 6),2020-11-06 17:01:42.952000,Biden,Trump,626203,605655,20548,110670,7,0.2142857142857143,0.7857142857142857,1806,1993,0.5822816208436091,-1.2537710013749148e-05,0.38376666666666664
Nevada (EV: 6),2020-11-06 16:58:02.085000,Biden,Trump,626202,605650,20552,110677,5507,0.3495551116760487,0.6504448883239513,1806,1993,0.5822941585536229,-0.002809815643985969,0.38366666666666666
Nevada (EV: 6),2020-11-06 16:49:49.484000,Biden,Trump,624435,602226,22209,116184,251,0.7649402390438247,0.2350597609561753,1801,1993,0.5851039741976088,0.0007768735709983154,0.3238333333333333
Nevada (EV: 6),2020-11-06 16:32:19.121000,Biden,Trump,624246,602170,22076,116435,30322,0.6754171888397863,0.3245828111602137,1800,1993,0.5843271006266105,0.05569350041423704,0.3245828111602137
Nevada (EV: 6),2020-11-05 18:24:54.828000,Biden,Trump,604251,592813,11438,146757,15,0.5,0.5,1764,1993,0.5286336002123735,0.005913964435211416,0.4355792765841719
Nevada (EV: 6),2020-11-05 18:03:08.899000,Biden,Trump,604251,592813,11438,173045,913,0.3088718510405257,0.6911281489594743,1619,1993,0.5227196357771621,-0.0006893047383397244,0.4355294037617768
Nevada (EV: 6),2020-11-05 17:32:18.066000,Biden,Trump,603807,592020,11787,173958,12189,0.5136598572483386,0.4863401427516613,1614,1993,0.5234089405155018,0.0028388123120314246,0.4273378264532435
Nevada (EV: 6),2020-11-05 17:21:28.630000,Biden,Trump,598005,586551,11454,186147,1019,0.33464180569185475,0.6653581943081452,1614,1993,0.5205701282034704,-0.0007564492595479866,0.38321369409166206
Nevada (EV: 6),2020-11-05 17:16:26.913000,Biden,Trump,597703,585912,11791,187166,995,0.37386934673366834,0.6261306532663317,1610,1993,0.5213265774630184,-0.000510255539881932,0.3643979057591623
Nevada (EV: 6),2020-11-05 17:12:52.812000,Biden,Trump,597353,585311,12042,188161,0,0,0,1610,1993,0.5218368330029003,0.0,0.34616730836541826
Nevada (EV: 6),2020-11-05 17:09:07.250000,Biden,Trump,597353,585311,12042,188161,14285,0.6538326916345818,0.34616730836541826,1729,1993,0.5218368330029003,0.013034017643652307,0.34616730836541826
Nevada (EV: 6),2020-11-04 16:35:11.828000,Biden,Trump,588252,580605,7647,202446,0,0,0,1610,1993,0.508802815359248,1.090881648024844e-05,
Nevada (EV: 6),2020-11-04 13:28:22.084000,Biden,Trump,588252,580605,7647,202563,0,0,0,1610,1993,0.5087919065427677,-0.49120809345723226,
Pennsylvania (EV: 20),2020-11-28 04:57:17.069000,Biden,Trump,3459923,3378263,81660,-96039,0,0,0,9128,9128,0,0,0.5007333333333334
Pennsylvania (EV: 20),2020-11-25 22:02:21.567000,Biden,Trump,3459923,3378263,81660,-96039,2307,0.7394885132206328,0.26051148677936714,8978,9128,0,0,0.5007333333333334
Pennsylvania (EV: 20),2020-11-25 00:44:25.316000,Biden,Trump,3458229,3377674,80555,-93732,-1233,0.6001622060016221,0.39983779399837793,8974,9128,0,0,0.5116333333333334
Pennsylvania (EV: 20),2020-11-24 23:55:24.961000,Biden,Trump,3458956,3378154,80802,-94965,-614,0.6408794788273615,0.35912052117263843,8974,9128,0,0,0.5195666666666666
Pennsylvania (EV: 20),2020-11-24 23:44:13.943000,Biden,Trump,3459341,3378366,80975,-95579,-126,0.5634920634920635,0.4365079365079365,8974,9128,0,0,0.5188666666666667
Pennsylvania (EV: 20),2020-11-24 21:39:16.545000,Biden,Trump,3459410,3378419,80991,-95705,88,0.3352272727272727,0.6647727272727273,8974,9128,0,0,0.5185
Pennsylvania (EV: 20),2020-11-24 13:27:23.804000,Biden,Trump,3459382,3378362,81020,-95617,0,0,0,8974,9128,0,0,0.5180333333333333
Pennsylvania (EV: 20),2020-11-24 02:13:16.288000,Biden,Trump,3459382,3378362,81020,-95617,226,0.6017699115044248,0.39823008849557523,8963,9128,0,0,0.5180333333333333
Pennsylvania (EV: 20),2020-11-24 01:35:16.892000,Biden,Trump,3459249,3378275,80974,-95391,427,0.2939110070257611,0.7060889929742389,8963,9128,0,0,0.5191666666666667
Pennsylvania (EV: 20),2020-11-24 00:49:23.681000,Biden,Trump,3459097,3377947,81150,-94964,1257,0.6447891805887033,0.35521081941129673,8963,9128,0,0,0.5121666666666667
Pennsylvania (EV: 20),2020-11-23 23:55:16.165000,Biden,Trump,3458304,3377518,80786,-93707,2104,0.5784220532319392,0.4215779467680608,8962,9128,0,0,0.49966666666666665
Pennsylvania (EV: 20),2020-11-23 23:46:29.753000,Biden,Trump,3457102,3376646,80456,-91603,16,0.4375,0.5625,8962,9128,0,0,0.4741
Pennsylvania (EV: 20),2020-11-23 22:23:16.121000,Biden,Trump,3457095,3376637,80458,-91587,1,0.0,1.0,8962,9128,0,0,0.47383333333333333
Pennsylvania (EV: 20),2020-11-23 21:17:16.069000,Biden,Trump,3457095,3376636,80459,-91586,676,0.004437869822485174,0.9955621301775148,8962,9128,0,0,0.4738
Pennsylvania (EV: 20),2020-11-23 20:25:27.551000,Biden,Trump,3457095,3375966,81129,-90910,450,1.0,0.0,8961,9128,0,0,0.45263333333333333
Pennsylvania (EV: 20),2020-11-23 19:54:16.774000,Biden,Trump,3456645,3375966,80679,-90460,481,0.24012474012474017,0.7598752598752598,8961,9128,0,0,0.4535
Pennsylvania (EV: 20),2020-11-23 18:41:20.106000,Biden,Trump,3456534,3375605,80929,-89979,14,0.2857142857142857,0.7142857142857143,8961,9128,0,0,0.4422
Pennsylvania (EV: 20),2020-11-23 18:16:21.069000,Biden,Trump,3456530,3375595,80935,-89965,265,0.6698113207547169,0.330188679245283,8961,9128,0,0,0.4419
Pennsylvania (EV: 20),2020-11-23 16:34:23.756000,Biden,Trump,3456354,3375509,80845,-89700,12,0.25,0.75,8961,9128,0,0,0.43946666666666667
Pennsylvania (EV: 20),2020-11-23 15:55:16.469000,Biden,Trump,3456351,3375500,80851,-89688,2,0.0,1.0,8961,9128,0,0,0.4392
Pennsylvania (EV: 20),2020-11-23 15:38:22.987000,Biden,Trump,3456351,3375498,80853,-89686,39,0.5769230769230769,0.4230769230769231,8961,9128,0,0,0.4391333333333333
Pennsylvania (EV: 20),2020-11-23 15:24:16.229000,Biden,Trump,3456329,3375482,80847,-89647,6,0.16666666666666663,0.8333333333333334,8961,9128,0,0,0.43866666666666665
Pennsylvania (EV: 20),2020-11-23 14:47:23.537000,Biden,Trump,3456328,3375477,80851,-89641,1036,0.3359073359073359,0.6640926640926641,8961,9128,0,0,0.4385
Pennsylvania (EV: 20),2020-11-23 14:20:16.319000,Biden,Trump,3455985,3374794,81191,-88605,1039,0.3671799807507219,0.6328200192492781,8961,9128,0,0,0.4175333333333333
Pennsylvania (EV: 20),2020-11-23 01:35:14.828000,Biden,Trump,3455610,3374143,81467,-87566,3,0.5,0.5,8960,9128,0,0,0.3975666666666667
Pennsylvania (EV: 20),2020-11-23 01:09:20.638000,Biden,Trump,3455609,3374142,81467,-87563,16,0.125,0.875,8960,9128,0,0,0.39753333333333335
Pennsylvania (EV: 20),2020-11-21 21:14:08.054000,Biden,Trump,3455607,3374128,81479,-87547,249,0.22289156626506024,0.7771084337349398,8960,9128,0,0,0.3970666666666667
Pennsylvania (EV: 20),2020-11-21 02:31:36.227000,Biden,Trump,3455528,3373911,81617,-87298,25,0.4,0.6,8960,9128,0,0,0.3911
Pennsylvania (EV: 20),2020-11-20 23:42:58.527000,Biden,Trump,3455515,3373893,81622,-87273,979,0.3963227783452502,0.6036772216547498,8960,9128,0,0,0.39063333333333333
Pennsylvania (EV: 20),2020-11-20 21:26:13.953000,Biden,Trump,3455131,3373306,81825,-86294,1,1.0,0.0,8958,9128,0,0,0.3728
Pennsylvania (EV: 20),2020-11-20 21:16:31.840000,Biden,Trump,3455130,3373306,81824,-86293,9,0.5555555555555556,0.4444444444444444,8958,9128,0,0,0.3728
Pennsylvania (EV: 20),2020-11-20 20:22:54.145000,Biden,Trump,3455125,3373302,81823,-86284,5,0.4,0.6,8958,9128,0,0,0.37266666666666665
Pennsylvania (EV: 20),2020-11-20 17:26:21.368000,Biden,Trump,3455123,3373299,81824,-86279,879,0.3617747440273038,0.6382252559726962,8958,9128,0,0,0.3726
Pennsylvania (EV: 20),2020-11-20 15:39:19.064000,Biden,Trump,3454809,3372742,82067,-85400,106,0.8867924528301887,0.11320754716981132,8957,9128,0,0,0.3565333333333333
Pennsylvania (EV: 20),2020-11-20 14:21:01.300000,Biden,Trump,3454715,3372730,81985,-85294,160,0.734375,0.265625,8956,9128,0,0,0.35823333333333335
Pennsylvania (EV: 20),2020-11-20 01:00:41.841000,Biden,Trump,3454598,3372688,81910,-85134,1076,0.3629182156133829,0.6370817843866171,8956,9128,0,0,0.3600333333333333
Pennsylvania (EV: 20),2020-11-19 22:19:22.410000,Biden,Trump,3454218,3372013,82205,-84058,1,0.0,1.0,8955,9128,0,0,0.36223333333333335
Pennsylvania (EV: 20),2020-11-19 21:55:23.428000,Biden,Trump,3454218,3372012,82206,-84057,33,0.33333333333333337,0.6666666666666666,8955,9128,0,0,0.36223333333333335
Pennsylvania (EV: 20),2020-11-19 21:46:04.658000,Biden,Trump,3454207,3371990,82217,-84024,8,1.0,0.0,8955,9128,0,0,0.3623
Pennsylvania (EV: 20),2020-11-19 21:26:02.218000,Biden,Trump,3454199,3371990,82209,-84016,620,0.4258064516129032,0.5741935483870968,8955,9128,0,0,0.3625
Pennsylvania (EV: 20),2020-11-19 21:17:01.739000,Biden,Trump,3453940,3371639,82301,-83396,33,0.303030303030303,0.696969696969697,8954,9128,0,0,0.35683333333333334
Pennsylvania (EV: 20),2020-11-19 21:01:23.717000,Biden,Trump,3453930,3371616,82314,-83363,104,0.625,0.375,8954,9128,0,0,0.3561666666666667
Pennsylvania (EV: 20),2020-11-19 20:22:43.025000,Biden,Trump,3453865,3371577,82288,-83259,6,0.41666666666666663,0.5833333333333334,8954,9128,0,0,0.3552666666666667
Pennsylvania (EV: 20),2020-11-19 20:06:03.365000,Biden,Trump,3453782,3371493,82289,-83253,40,0.19999999999999996,0.8,8954,9128,0,0,0.35513333333333336
Pennsylvania (EV: 20),2020-11-19 18:39:42.177000,Biden,Trump,3453774,3371461,82313,-83213,343,0.37900874635568516,0.6209912536443148,8954,9128,0,0,0.35423333333333334
Pennsylvania (EV: 20),2020-11-19 18:30:41.573000,Biden,Trump,3453646,3371250,82396,-82870,11,0.36363636363636365,0.6363636363636364,8954,9128,0,0,0.34836666666666666
Pennsylvania (EV: 20),2020-11-19 18:19:00.905000,Biden,Trump,3453642,3371243,82399,-82859,1193,0.2929589270746018,0.7070410729253982,8954,9128,0,0,0.3482
Pennsylvania (EV: 20),2020-11-19 15:34:51.232000,Biden,Trump,3453296,3370403,82893,-81666,2,0.0,1.0,8952,9128,0,0,0.33713333333333334
Pennsylvania (EV: 20),2020-11-19 13:22:12.587000,Biden,Trump,3453296,3370401,82895,-81664,4791,0.5497808390732624,0.45021916092673764,8952,9128,0,0,0.3371
Pennsylvania (EV: 20),2020-11-19 01:23:28.520000,Biden,Trump,3450696,3368278,82418,-76873,3309,0.5917195527349652,0.40828044726503476,8952,9128,0,0,0.31316666666666665
Pennsylvania (EV: 20),2020-11-18 21:14:30.013000,Biden,Trump,3448754,3366943,81811,-73564,7268,0.47083104017611443,0.5291689598238856,8951,9128,0,0,0.2934333333333333
Pennsylvania (EV: 20),2020-11-18 20:05:23.690000,Biden,Trump,3445392,3363157,82235,-66296,297,0.6818181818181819,0.3181818181818182,8945,9128,0,0,0.26543333333333335
Pennsylvania (EV: 20),2020-11-18 16:33:32.926000,Biden,Trump,3445191,3363064,82127,-65999,348,0.5502873563218391,0.44971264367816094,8945,9128,0,0,0.2679
Pennsylvania (EV: 20),2020-11-18 14:33:09.840000,Biden,Trump,3445002,3362910,82092,-65651,1,0.0,1.0,8945,9128,0,0,0.2692333333333333
Pennsylvania (EV: 20),2020-11-18 14:16:13.112000,Biden,Trump,3445002,3362909,82093,-65650,218,0.42660550458715596,0.573394495412844,8945,9128,0,0,0.2692
Pennsylvania (EV: 20),2020-11-18 13:42:29.768000,Biden,Trump,3444912,3362787,82125,-65432,203,0.5591133004926108,0.4408866995073892,8945,9128,0,0,0.26913333333333334
Pennsylvania (EV: 20),2020-11-18 13:33:49.780000,Biden,Trump,3444799,3362698,82101,-65229,10,0.5,0.5,8945,9128,0,0,0.2699666666666667
Pennsylvania (EV: 20),2020-11-18 02:21:21.974000,Biden,Trump,3444794,3362693,82101,-65219,9738,0.9431094680632574,0.05689053193674266,8945,9128,0,0,0.2699666666666667
Pennsylvania (EV: 20),2020-11-17 21:52:59.088000,Biden,Trump,3434624,3361153,73471,-55481,81,0.5740740740740741,0.42592592592592593,8945,9128,0,0,0.37193333333333334
Pennsylvania (EV: 20),2020-11-17 21:42:40.010000,Biden,Trump,3434578,3361119,73459,-55400,518,0.40250965250965254,0.5974903474903475,8945,9128,0,0,0.37233333333333335
Pennsylvania (EV: 20),2020-11-17 21:12:38.496000,Biden,Trump,3434372,3360812,73560,-54882,63,0.47619047619047616,0.5238095238095238,8944,9128,0,0,0.3661333333333333
Pennsylvania (EV: 20),2020-11-17 20:36:38.358000,Biden,Trump,3434343,3360780,73563,-54819,178,0.2106741573033708,0.7893258426966292,8944,9128,0,0,0.36546666666666666
Pennsylvania (EV: 20),2020-11-17 19:14:22.768000,Biden,Trump,3434307,3360641,73666,-54641,2,0.5,0.5,8944,9128,0,0,0.3620333333333333
Pennsylvania (EV: 20),2020-11-17 18:47:23.500000,Biden,Trump,3434306,3360640,73666,-54639,811,0.26510480887792853,0.7348951911220715,8944,9128,0,0,0.362
Pennsylvania (EV: 20),2020-11-17 16:11:02.157000,Biden,Trump,3434095,3360048,74047,-53828,1182,0.8900169204737732,0.10998307952622674,8944,9128,0,0,0.3477
Pennsylvania (EV: 20),2020-11-17 15:53:03.053000,Biden,Trump,3433048,3359923,73125,-52646,37,1.635135135135135,-0.6351351351351351,8943,9128,0,0,0.35146666666666665
Pennsylvania (EV: 20),2020-11-17 15:22:01.224000,Biden,Trump,3432950,3359909,73041,-52609,2026,0.45607107601184604,0.543928923988154,8943,9128,0,0,0.3525333333333333
Pennsylvania (EV: 20),2020-11-17 04:15:19.021000,Biden,Trump,3432034,3358815,73219,-50583,9286,0.7706224423863881,0.2293775576136119,8942,9128,0,0,0.32936666666666664
Pennsylvania (EV: 20),2020-11-16 22:37:32.951000,Biden,Trump,3425913,3357720,68193,-41297,11,0.4545454545454546,0.5454545454545454,8942,9128,0,0,0.3853666666666667
Pennsylvania (EV: 20),2020-11-16 20:15:54.514000,Biden,Trump,3425908,3357714,68194,-41286,33,0.303030303030303,0.696969696969697,8942,9128,0,0,0.3853
Pennsylvania (EV: 20),2020-11-16 18:10:32.358000,Biden,Trump,3425898,3357691,68207,-41253,937,0.7956243329775881,0.20437566702241194,8942,9128,0,0,0.3849
Pennsylvania (EV: 20),2020-11-16 17:16:11.858000,Biden,Trump,3425156,3357503,67653,-40316,5187,0.43647580489685756,0.5635241951031424,8942,9128,0,0,0.38966666666666666
Pennsylvania (EV: 20),2020-11-16 15:57:11.731000,Biden,Trump,3422624,3354312,68312,-35129,0,0,0,8939,9128,0,0,0.3582
Pennsylvania (EV: 20),2020-11-16 00:43:29.745000,Biden,Trump,3422624,3354312,68312,-35129,6344,0.6558953341740227,0.3441046658259773,8938,9128,0,0,0.3582
Pennsylvania (EV: 20),2020-11-15 15:50:30.034000,Biden,Trump,3418489,3352155,66334,-28785,575,0.8626086956521739,0.1373913043478261,8936,9128,0,0,0.34346666666666664
Pennsylvania (EV: 20),2020-11-15 15:22:29.462000,Biden,Trump,3417996,3352079,65917,-28210,628,0.8296178343949044,0.17038216560509553,8936,9128,0,0,0.3423333333333333
Pennsylvania (EV: 20),2020-11-14 22:16:27.286000,Biden,Trump,3417479,3351976,65503,-27582,2231,0.4320932317346481,0.5679067682653519,8936,9128,0,0,0.3404333333333333
Pennsylvania (EV: 20),2020-11-14 21:54:46.315000,Biden,Trump,3416534,3350728,65806,-25351,4527,0.7944554892865032,0.2055445107134968,8933,9128,0,0,0.31383333333333335
Pennsylvania (EV: 20),2020-11-14 21:36:46.873000,Biden,Trump,3412953,3349813,63140,-20824,159,0.9245283018867925,0.07547169811320754,8916,9128,0,0,0.3574
Pennsylvania (EV: 20),2020-11-14 16:41:04.588000,Biden,Trump,3412806,3349801,63005,-20665,0,0,0,8916,9128,0,0,0.3601666666666667
Pennsylvania (EV: 20),2020-11-14 02:19:24.527000,Biden,Trump,3412806,3349801,63005,-20665,0,0,0,8913,9128,0,0,0.3601666666666667
Pennsylvania (EV: 20),2020-11-13 21:52:23.635000,Biden,Trump,3412806,3349801,63005,-20665,3430,0.6470845481049563,0.35291545189504375,8911,9128,0,0,0.3601666666666667
Pennsylvania (EV: 20),2020-11-13 21:43:04.006000,Biden,Trump,3410714,3348718,61996,-17235,2130,0.4035211267605634,0.5964788732394366,8910,9128,0,0,0.3671
Pennsylvania (EV: 20),2020-11-13 21:14:37.649000,Biden,Trump,3409869,3347462,62407,-15105,8316,0.6432178932178932,0.35678210678210676,8909,9128,0,0,0.35323333333333334
Pennsylvania (EV: 20),2020-11-13 20:57:00,Biden,Trump,3404698,3344673,60025,-6789,3282,0.565661182205972,0.43433881779402805,8902,9128,0,0,0.3859666666666667
Pennsylvania (EV: 20),2020-11-13 20:20:38.307000,Biden,Trump,3402868,3343274,59594,-3507,1290,0.7348837209302326,0.2651162790697674,8898,9128,0,0,0.38843333333333335
Pennsylvania (EV: 20),2020-11-13 19:16:59.011000,Biden,Trump,3401922,3342934,58988,-2217,1,0.0,1.0,8897,9128,0,0,0.39436666666666664
Pennsylvania (EV: 20),2020-11-13 18:53:38.180000,Biden,Trump,3401922,3342933,58989,-2216,1082,0.47181146025878007,0.5281885397412199,8897,9128,0,0,0.3943333333333333
Pennsylvania (EV: 20),2020-11-13 18:10:51.438000,Biden,Trump,3401278,3342228,59050,-1134,35,8.228571428571428,-7.228571428571429,8895,9128,0,0,0.38893333333333335
Pennsylvania (EV: 20),2020-11-13 15:55:53.404000,Biden,Trump,3400463,3341954,58509,-1099,537,0.5642458100558659,0.43575418994413406,8886,9128,0,0,0.3978
Pennsylvania (EV: 20),2020-11-13 13:33:51.184000,Biden,Trump,3400164,3341724,58440,-562,4409,0.9211839419369472,0.07881605806305285,8884,9128,0,-7.606467842102316,0.39676666666666666
Pennsylvania (EV: 20),2020-11-13 01:32:08.947000,Biden,Trump,3396108,3341382,54726,3847,4067,0.5556921563806245,0.4443078436193755,8884,9128,7.606467842102316,3.683890553629589,0.4285
Pennsylvania (EV: 20),2020-11-12 22:27:44.765000,Biden,Trump,3393882,3339609,54273,7914,992,0.41582661290322576,0.5841733870967742,8877,9128,3.922577288472727,0.37255704897954045,0.40726666666666667
Pennsylvania (EV: 20),2020-11-12 22:18:23.836000,Biden,Trump,3393475,3339035,54440,8906,330,0.2378787878787879,0.7621212121212121,8876,9128,3.5500202394931866,0.0998426209135288,0.3962
Pennsylvania (EV: 20),2020-11-12 21:46:24.532000,Biden,Trump,3393365,3338752,54613,9236,2188,0.5013711151736746,0.4986288848263254,8876,9128,3.4501776185796578,0.566514476417102,0.3905666666666667
Pennsylvania (EV: 20),2020-11-12 21:37:43.588000,Biden,Trump,3392296,3337689,54607,11424,1223,0.7547015535568274,0.24529844644317253,8875,9128,2.883663142162556,0.25575098410095176,0.3793666666666667
Pennsylvania (EV: 20),2020-11-12 21:09:05.359000,Biden,Trump,3391382,3337398,53984,12647,67,0.16417910447761197,0.835820895522388,8874,9128,2.627912158061604,0.009477448997545768,0.3726
Pennsylvania (EV: 20),2020-11-12 20:35:05.259000,Biden,Trump,3391371,3337342,54029,12714,2205,0.5993197278911564,0.40068027210884355,8874,9128,2.6184347090640583,0.3287173289498093,0.37093333333333334
Pennsylvania (EV: 20),2020-11-12 20:25:22.958000,Biden,Trump,3390070,3336479,53591,14919,182,0.21978021978021978,0.7802197802197802,8870,9128,2.289717380114249,0.01826927029685388,0.3681
Pennsylvania (EV: 20),2020-11-12 20:15:45.170000,Biden,Trump,3390031,3336338,53693,15101,12,0.41666666666666663,0.5833333333333334,8870,9128,2.271448109817395,0.0013454458448136641,0.3671
Pennsylvania (EV: 20),2020-11-12 19:34:02.904000,Biden,Trump,3390026,3336331,53695,15113,245,0.2326530612244898,0.7673469387755102,8870,9128,2.2701026639725814,0.024074207744869902,0.3671
Pennsylvania (EV: 20),2020-11-12 19:23:23.118000,Biden,Trump,3389970,3336144,53826,15358,8,0.5,0.5,8870,9128,2.2460284562277115,0.0009123472237240193,0.36583333333333334
Pennsylvania (EV: 20),2020-11-12 19:11:42.960000,Biden,Trump,3389966,3336140,53826,15366,5,0.6,0.4,8870,9128,2.2451161090039875,0.0006022635465767756,0.3658666666666667
Pennsylvania (EV: 20),2020-11-12 17:14:24.352000,Biden,Trump,3389963,3336138,53825,15371,267,0.36329588014981273,0.6367041198501873,8870,9128,2.2445138454574107,0.027559461959363762,0.3659
Pennsylvania (EV: 20),2020-11-12 15:56:23.100000,Biden,Trump,3389870,3335972,53898,15638,8036,0.5476605276256844,0.4523394723743156,8870,9128,2.216954383498047,0.6011421484567085,0.36566666666666664
Pennsylvania (EV: 20),2020-11-12 15:47:24.103000,Biden,Trump,3385525,3332393,53132,23674,4,0.25,0.75,8856,9128,1.6158122350413384,0.00014734038650932035,0.3653666666666667
Pennsylvania (EV: 20),2020-11-12 15:37:43.578000,Biden,Trump,3385524,3332390,53134,23678,11,0.2727272727272727,0.7272727272727273,8856,9128,1.615664894654829,0.0004154829248832481,0.36523333333333335
Pennsylvania (EV: 20),2020-11-12 14:48:23.717000,Biden,Trump,3385521,3332382,53139,23689,195,0.23076923076923073,0.7692307692307693,8856,9128,1.6152494117299458,0.006961787827103771,0.36483333333333334
Pennsylvania (EV: 20),2020-11-12 02:40:04.716000,Biden,Trump,3385459,3332215,53244,23884,1579,0.5623812539582014,0.4376187460417986,8856,9128,1.608287623902842,0.0729061347081621,0.35836666666666667
Pennsylvania (EV: 20),2020-11-12 02:35:43.333000,Biden,Trump,3385143,3332096,53047,25463,1705,0.5741935483870968,0.4258064516129032,8856,9128,1.53538148919468,0.0700292131758411,0.36956666666666665
Pennsylvania (EV: 20),2020-11-12 02:25:42.128000,Biden,Trump,3384164,3331370,52794,27168,4376,0.6214579524680073,0.37854204753199266,8856,9128,1.4653522760188389,0.15163910747876952,0.3763666666666667
Pennsylvania (EV: 20),2020-11-12 02:17:02.281000,Biden,Trump,3381474,3329743,51731,31544,318,0.9465408805031447,0.05345911949685535,8856,9128,1.3137131685400694,0.012640873089304616,0.39166666666666666
Pennsylvania (EV: 20),2020-11-11 23:15:16.621000,Biden,Trump,3381173,3329726,51447,31862,2416,0.7553807947019868,0.24461920529801323,8856,9128,1.3010722954507647,0.07490230906822815,0.39826666666666666
Pennsylvania (EV: 20),2020-11-11 21:52:35.060000,Biden,Trump,3379370,3329157,50213,34278,8,0.375,0.625,8852,9128,1.2261699863825366,0.00014174166640690267,0.4124
Pennsylvania (EV: 20),2020-11-11 20:22:54.283000,Biden,Trump,3379367,3329152,50215,34286,3450,0.7056521739130435,0.29434782608695653,8852,9128,1.2260282447161297,0.08575217434189453,0.4123
Pennsylvania (EV: 20),2020-11-11 17:54:26.074000,Biden,Trump,3376950,3328154,48796,37736,2385,0.750104821802935,0.249895178197065,8847,9128,1.1402760703742352,0.053301024383509255,0.40746666666666664
Pennsylvania (EV: 20),2020-11-11 16:44:24.655000,Biden,Trump,3375179,3327576,47603,40121,58,0.603448275862069,0.39655172413793105,8844,9128,1.086975045990726,0.0010056079820663921,0.4272
Pennsylvania (EV: 20),2020-11-11 14:56:23.719000,Biden,Trump,3375145,3327554,47591,40179,945,0.4846560846560847,0.5153439153439153,8844,9128,1.0859694380086595,0.013286199243519148,0.427
Pennsylvania (EV: 20),2020-11-11 13:43:43.331000,Biden,Trump,3374492,3326872,47620,41124,2384,0.9203020134228188,0.0796979865771812,8843,9128,1.0726832387651404,0.05475668997528538,0.41986666666666667
